PLANET,MASS,RADIUS,PERIOD,ECC,OMEGA,THZC,THZO,TEQA,TEQB,TEQC,TEQD,OHZIN,CHZIN,CHZOUT,OHZOUT
GJ 15 A b                     ,  0.010,       ,     11.4,0.094, 55.0,  0.0,  0.0, 500.2, 420.6, 455.2, 382.8,  0.122,  0.154,  0.297,  0.314
GJ 15 A c                     ,  0.113,       ,   7600.0,0.270,301.6,  0.0,  0.0,  64.3,  54.1,  48.8,  41.0,  0.122,  0.154,  0.297,  0.314
GJ 160.2 b                    ,  0.032,       ,      5.2,0.060,360.0,  0.0,  0.0, 938.6, 789.2, 883.8, 743.2,  0.321,  0.407,  0.758,  0.800
GJ 179 b                      ,  0.820,       ,   2288.0,0.210,153.0,  0.0,  0.0,  85.4,  71.8,  69.0,  58.0,  0.104,  0.131,  0.257,  0.271
GJ 180 c                      ,  0.020,       ,     24.3,0.090,230.0, 88.5,100.0, 326.4, 274.5, 298.3, 250.8,  0.093,  0.118,  0.231,  0.244
GJ 2126 b                     ,  1.300,       ,    272.7,0.850, 10.0, 14.8, 19.6, 623.9, 524.7, 177.7, 149.4,  0.305,  0.387,  0.727,  0.767
GJ 238 b                      ,       ,  0.050,      1.7,0.000, 90.0,  0.0,  0.0, 896.6, 754.0, 896.6, 754.0,  0.127,  0.161,  0.313,  0.330
GJ 251 b                      ,  0.013,       ,     14.2,0.100, 78.8,  0.0,  0.0, 440.2, 370.1, 398.1, 334.8,  0.106,  0.135,  0.262,  0.277
GJ 27.1 b                     ,  0.041,       ,     15.8,0.080,150.0,  0.0,  0.0, 436.3, 366.9, 402.7, 338.6,  0.132,  0.167,  0.324,  0.341
GJ 273 b                      ,  0.009,       ,     18.6,0.100, 90.0, 28.5,100.0, 354.3, 297.9, 320.5, 269.5,  0.077,  0.097,  0.190,  0.201
GJ 273 c                      ,  0.004,       ,      4.7,0.170, 90.0,  0.0,  0.0, 583.1, 490.3, 491.1, 413.0,  0.077,  0.097,  0.190,  0.201
GJ 3021 b                     ,  3.370,       ,    133.7,0.511,290.7,  0.0, 46.7, 610.1, 513.0, 347.1, 291.8,  0.619,  0.784,  1.391,  1.467
GJ 3090 b                     ,  0.011,  0.190,      2.9,0.320,137.0,  0.0,  0.0,1042.8, 876.9, 748.4, 629.4,  0.174,  0.221,  0.428,  0.451
GJ 3138 b                     ,  0.006,       ,      1.2,0.190, 90.0,  0.0,  0.0,1207.7,1015.5, 996.4, 837.9,  0.173,  0.219,  0.421,  0.444
GJ 3138 c                     ,  0.013,       ,      6.0,0.110, 90.0,  0.0,  0.0, 677.3, 569.6, 606.5, 510.0,  0.173,  0.219,  0.421,  0.444
GJ 3138 d                     ,  0.033,       ,    257.8,0.320, 90.0,  0.0,  0.0, 221.4, 186.2, 158.9, 133.6,  0.173,  0.219,  0.421,  0.444
GJ 328 b                      ,  2.510,       ,   3771.0,0.227,283.8,  0.0,  0.0,  99.8,  83.9,  79.2,  66.6,  0.234,  0.297,  0.565,  0.596
GJ 328 c                      ,  0.067,       ,    241.8,0.000, 90.0,  0.0,  0.0, 219.5, 184.5, 219.5, 184.5,  0.234,  0.297,  0.565,  0.596
GJ 3293 b                     ,  0.074,       ,     30.6,0.060, 90.0,  0.0,100.0, 347.5, 292.2, 327.2, 275.1,  0.121,  0.154,  0.299,  0.315
GJ 3293 c                     ,  0.066,       ,    122.6,0.110, 90.0,  0.0,  0.0, 224.8, 189.1, 201.3, 169.3,  0.121,  0.154,  0.299,  0.315
GJ 3293 d                     ,  0.024,       ,     48.1,0.120, 90.0,100.0,100.0, 308.8, 259.7, 273.7, 230.2,  0.121,  0.154,  0.299,  0.315
GJ 3293 e                     ,  0.010,       ,     13.3,0.210, 90.0,  0.0,  0.0, 501.0, 421.3, 404.8, 340.4,  0.121,  0.154,  0.299,  0.315
GJ 3323 b                     ,  0.006,       ,      5.4,0.230, 90.0,  0.0,  0.0, 475.0, 399.4, 375.8, 316.0,  0.043,  0.054,  0.107,  0.113
GJ 3323 c                     ,  0.007,       ,     40.5,0.170, 90.0, 10.9, 23.5, 233.1, 196.0, 196.3, 165.1,  0.043,  0.054,  0.107,  0.113
GJ 3341 b                     ,  0.021,       ,     14.2,0.310, 42.3,  0.0,  0.0, 551.5, 463.7, 400.2, 336.5,  0.139,  0.176,  0.342,  0.361
GJ 338 B b                    ,  0.033,       ,     24.4,0.109, 90.0,  0.0,  0.0, 494.0, 415.4, 442.8, 372.3,  0.228,  0.289,  0.547,  0.577
GJ 341 b                      ,  0.013,  0.079,      7.6,0.000, 90.0,  0.0,  0.0, 632.8, 532.1, 632.8, 532.1,  0.176,  0.223,  0.427,  0.450
GJ 3470 b                     ,  0.044,  0.408,      3.3,0.000, 90.0,  0.0,  0.0, 810.2, 681.3, 810.2, 681.3,  0.174,  0.220,  0.425,  0.448
GJ 3473 b                     ,  0.006,  0.113,      1.2,0.000, 90.0,  0.0,  0.0, 919.6, 773.3, 919.6, 773.3,  0.100,  0.127,  0.249,  0.262
GJ 3473 c                     ,  0.023,       ,     15.5,0.000, 90.0,  0.0,  0.0, 391.7, 329.3, 391.7, 329.3,  0.100,  0.127,  0.249,  0.262
GJ 3512 b                     ,  0.460,       ,    203.7,0.440,125.8,  0.0,  0.0, 151.8, 127.6,  94.6,  79.6,  0.033,  0.041,  0.082,  0.086
GJ 3512 c                     ,  0.200,       ,   1599.6,0.018, 26.0,  0.0,  0.0,  58.5,  49.2,  57.5,  48.3,  0.033,  0.041,  0.082,  0.086
GJ 357 b                      ,       ,  0.107,      3.9,0.000, 90.0,  0.0,  0.0, 614.9, 517.0, 614.9, 517.0,  0.101,  0.129,  0.250,  0.263
GJ 357 c                      ,  0.011,       ,      9.1,0.000, 90.0,  0.0,  0.0, 476.3, 400.5, 476.3, 400.5,  0.103,  0.131,  0.254,  0.268
GJ 357 d                      ,  0.019,       ,     55.7,0.000, 90.0,100.0,100.0, 260.5, 219.0, 260.5, 219.0,  0.103,  0.131,  0.254,  0.268
GJ 367 b                      ,  0.002,  0.062,      0.3,0.060, 66.0,  0.0,  0.0,1672.9,1406.7,1575.4,1324.7,  0.139,  0.176,  0.342,  0.360
GJ 367 c                      ,  0.013,       ,     11.5,0.090,326.0,  0.0,  0.0, 516.5, 434.3, 472.0, 396.9,  0.139,  0.176,  0.342,  0.360
GJ 367 d                      ,  0.019,       ,     34.4,0.140,234.0, 25.3, 87.7, 369.2, 310.5, 320.7, 269.6,  0.139,  0.176,  0.342,  0.360
GJ 3779 b                     ,  0.025,       ,      3.0,0.070,225.0,  0.0,  0.0, 650.0, 546.6, 606.0, 509.6,  0.076,  0.097,  0.189,  0.200
GJ 3929 b                     ,  0.006,  0.097,      2.6,0.000, 90.0,  0.0,  0.0, 674.2, 566.9, 674.2, 566.9,  0.086,  0.108,  0.212,  0.223
GJ 3929 c                     ,  0.018,       ,     15.0,0.000, 90.0,  0.0,  0.0, 376.0, 316.2, 376.0, 316.2,  0.086,  0.108,  0.212,  0.223
GJ 393 b                      ,  0.005,       ,      7.0,0.000, 90.0,  0.0,  0.0, 577.0, 485.2, 577.0, 485.2,  0.134,  0.170,  0.328,  0.346
GJ 3942 b                     ,  0.022,       ,      6.9,0.121,112.7,  0.0,  0.0, 751.9, 632.3, 665.8, 559.9,  0.224,  0.284,  0.541,  0.571
GJ 3988 b                     ,  0.012,       ,      6.9,0.000,  0.0,  0.0,  0.0, 414.6, 348.6, 414.6, 348.6,  0.052,  0.066,  0.129,  0.137
GJ 3998 b                     ,  0.008,       ,      2.7,0.000, 90.0,  0.0,  0.0, 875.1, 735.9, 875.1, 735.9,  0.171,  0.216,  0.415,  0.438
GJ 3998 c                     ,  0.021,       ,     13.7,0.000, 90.0,  0.0,  0.0, 505.3, 424.9, 505.3, 424.9,  0.171,  0.216,  0.415,  0.438
GJ 3998 d                     ,  0.019,       ,     41.8,0.000, 90.0,  0.0,100.0, 348.7, 293.2, 348.7, 293.2,  0.171,  0.216,  0.415,  0.438
GJ 411 b                      ,  0.008,       ,     12.9,0.063,330.0,  0.0,  0.0, 476.4, 400.6, 447.3, 376.1,  0.125,  0.158,  0.303,  0.320
GJ 414 A b                    ,  0.024,  0.235,     50.8,0.450,111.0,  0.0, 48.1, 544.1, 457.6, 335.1, 281.8,  0.279,  0.353,  0.666,  0.702
GJ 414 A c                    ,  0.169,  0.749,    749.8,0.105, 74.0,  0.0,  0.0, 173.8, 146.1, 156.4, 131.5,  0.279,  0.353,  0.666,  0.702
GJ 4276 b                     ,  0.052,       ,     13.4,0.370,216.8,  0.0,  0.0, 546.0, 459.1, 370.2, 311.3,  0.115,  0.146,  0.284,  0.300
GJ 463 b                      ,  3.600,       ,   3448.0,0.090,291.0,  0.0,  0.0,  79.3,  66.7,  72.4,  60.9,  0.150,  0.191,  0.369,  0.390
GJ 486 b                      ,  0.009,  0.115,      1.5,0.001, 14.0,  0.0,  0.0, 829.1, 697.1, 828.3, 696.5,  0.088,  0.111,  0.218,  0.230
GJ 514 b                      ,  0.016,       ,    140.4,0.450,217.0, 33.9, 37.7, 313.1, 263.3, 192.8, 162.1,  0.169,  0.214,  0.411,  0.434
GJ 536 b                      ,  0.017,       ,      8.7,0.080,288.7,  0.0,  0.0, 605.6, 509.3, 559.0, 470.0,  0.167,  0.212,  0.407,  0.430
GJ 581 b                      ,  0.065,       ,      5.4,0.034, 54.0,  0.0,  0.0, 562.7, 473.1, 543.7, 457.2,  0.091,  0.115,  0.224,  0.236
GJ 581 c                      ,  0.021,       ,     12.9,0.032, 16.0,  0.0,  0.0, 419.0, 352.3, 405.8, 341.2,  0.091,  0.115,  0.224,  0.236
GJ 581 e                      ,  0.008,       ,      3.1,0.012,226.0,  0.0,  0.0, 664.2, 558.5, 656.3, 551.9,  0.091,  0.115,  0.224,  0.236
GJ 625 b                      ,  0.009,       ,     14.6,0.130,343.1,  0.0,  0.0, 426.4, 358.6, 374.1, 314.6,  0.092,  0.117,  0.227,  0.240
GJ 649 b                      ,  0.258,       ,    600.1,0.083,  3.0,  0.0,  0.0, 149.8, 126.0, 137.9, 115.9,  0.170,  0.215,  0.414,  0.436
GJ 667 C c                    ,  0.012,       ,     28.1,0.020,292.2,100.0,100.0, 323.8, 272.3, 317.4, 266.9,  0.096,  0.122,  0.238,  0.251
GJ 667 C e                    ,  0.008,       ,     62.2,0.020, 28.6,100.0,100.0, 248.1, 208.6, 243.2, 204.5,  0.096,  0.122,  0.238,  0.251
GJ 667 C f                    ,  0.008,       ,     39.0,0.030,103.1,100.0,100.0, 291.4, 245.0, 282.7, 237.8,  0.096,  0.122,  0.238,  0.251
GJ 667 C g                    ,  0.014,       ,    256.2,0.080, 51.6,  0.0,  0.0, 159.5, 134.1, 147.2, 123.8,  0.096,  0.122,  0.238,  0.251
GJ 674 b                      ,  0.035,       ,      4.7,0.200,143.0,  0.0,  0.0, 666.9, 560.8, 544.5, 457.9,  0.103,  0.131,  0.253,  0.267
GJ 682 b                      ,  0.014,       ,     17.5,0.080, 86.0,100.0,100.0, 258.2, 217.1, 238.3, 200.4,  0.037,  0.047,  0.093,  0.098
GJ 682 c                      ,  0.027,       ,     57.3,0.100,320.0,  0.0,  0.0, 176.0, 148.0, 159.2, 133.9,  0.037,  0.047,  0.093,  0.098
GJ 685 b                      ,  0.028,       ,     24.2,0.000, 90.0,  0.0,  0.0, 439.2, 369.3, 439.2, 369.3,  0.192,  0.244,  0.466,  0.491
GJ 720 A b                    ,  0.043,       ,     19.5,0.120,110.2,  0.0,  0.0, 508.0, 427.2, 450.3, 378.7,  0.200,  0.254,  0.485,  0.511
GJ 724 b                      ,  0.034,       ,      5.1,0.577, 33.2,  0.0,  0.0,1119.1, 941.1, 579.6, 487.4,  0.184,  0.233,  0.447,  0.471
GJ 740 b                      ,  0.009,       ,      2.4,0.240,319.0,  0.0,  0.0,1114.4, 937.1, 872.4, 733.6,  0.203,  0.257,  0.489,  0.515
GJ 806 b                      ,  0.006,  0.119,      0.9,0.000, 90.0,  0.0,  0.0,1121.5, 943.1,1121.5, 943.1,  0.132,  0.167,  0.322,  0.340
GJ 806 c                      ,  0.018,       ,      6.6,0.000, 90.0,  0.0,  0.0, 581.5, 489.0, 581.5, 489.0,  0.132,  0.167,  0.322,  0.340
GJ 849 b                      ,  0.893,       ,   1925.3,0.029,111.0,  0.0,  0.0,  88.4,  74.3,  85.8,  72.2,  0.131,  0.166,  0.323,  0.341
GJ 849 c                      ,  0.990,       ,   5990.0,0.092,143.0,  0.0,  0.0,  62.6,  52.6,  57.0,  48.0,  0.131,  0.166,  0.323,  0.341
GJ 86 b                       ,  4.420,       ,     15.8,0.040, 90.0,  0.0,  0.0, 802.3, 674.7, 770.8, 648.2,  0.481,  0.609,  1.095,  1.155
GJ 887 b                      ,  0.013,       ,      9.3,0.000, 90.0,  0.0,  0.0, 556.3, 467.8, 556.3, 467.8,  0.156,  0.198,  0.381,  0.402
GJ 887 c                      ,  0.024,       ,     21.8,0.000, 90.0,  0.0,  0.0, 418.8, 352.2, 418.8, 352.2,  0.156,  0.198,  0.381,  0.402
GJ 9066 c                     ,  0.210,       ,    771.4,0.460,321.8,  0.0,  0.0, 107.9,  90.7,  65.6,  55.2,  0.041,  0.052,  0.104,  0.109
GJ 9689 b                     ,  0.030,       ,     18.3,0.290,173.7,  0.0,  0.0, 583.8, 490.9, 433.1, 364.2,  0.204,  0.259,  0.495,  0.522
GJ 96 b                       ,  0.062,       ,     73.9,0.440,339.6, 59.7, 75.3, 447.9, 376.6, 279.3, 234.9,  0.243,  0.307,  0.589,  0.621
GJ 9827 b                     ,  0.013,  0.128,      1.2,0.000, 90.0,  0.0,  0.0,1345.4,1131.4,1345.4,1131.4,  0.251,  0.319,  0.596,  0.629
GJ 9827 c                     ,  0.006,  0.101,      3.6,0.000, 90.0,  0.0,  0.0, 930.7, 782.6, 930.7, 782.6,  0.251,  0.319,  0.596,  0.629
GJ 9827 d                     ,  0.010,  0.177,      6.2,0.000, 90.0,  0.0,  0.0, 807.1, 678.6, 807.1, 678.6,  0.254,  0.321,  0.602,  0.635
Gl 378 b                      ,  0.041,       ,      3.8,0.109,210.6,  0.0,  0.0, 874.6, 735.4, 783.9, 659.2,  0.199,  0.252,  0.481,  0.507
Gl 410 b                      ,  0.026,       ,      6.0,0.000, 90.0,  0.0,  0.0, 704.4, 592.3, 704.4, 592.3,  0.195,  0.248,  0.473,  0.499
Gl 49 b                       ,  0.018,       ,     13.9,0.363, 43.0,  0.0,  0.0, 650.3, 546.8, 444.6, 373.8,  0.181,  0.229,  0.438,  0.462
Gl 686 b                      ,  0.021,       ,     15.5,0.050,197.1,  0.0,  0.0, 466.9, 392.6, 444.1, 373.5,  0.140,  0.178,  0.342,  0.361
Gl 725 A b                    ,  0.009,       ,     11.2,0.000,  0.0,  0.0,  0.0, 448.4, 377.0, 448.4, 377.0,  0.102,  0.129,  0.252,  0.266
Gliese 12 b                   ,  0.012,  0.085,     12.8,0.500, 90.0, 39.5, 62.9, 529.4, 445.2, 305.7, 257.0,  0.070,  0.089,  0.174,  0.183
GPX-1 b                       , 19.700,  1.470,      1.7,0.000, 90.0,  0.0,  0.0,2737.5,2302.0,2737.5,2302.0,  1.615,  2.046,  3.534,  3.727
HAT-P-12 b                    ,  0.211,  0.959,      3.2,0.000, 90.0,  0.0,  0.0,1144.1, 962.1,1144.1, 962.1,  0.364,  0.462,  0.848,  0.894
HAT-P-14 b                    ,  3.440,  1.420,      4.6,0.110, 90.0,  0.0,  0.0,1973.3,1659.3,1766.9,1485.8,  1.697,  2.149,  3.729,  3.934
HAT-P-15 b                    ,  1.940,  1.060,     10.9,0.190, 90.0,  0.0,  0.0,1184.3, 995.9, 977.1, 821.6,  0.755,  0.957,  1.697,  1.790
HAT-P-16 b                    ,  4.193,  1.289,      2.8,0.036,214.0,  0.0,  0.0,1966.7,1653.8,1897.1,1595.3,  1.029,  1.304,  2.279,  2.404
HAT-P-17 b                    ,  0.580,  1.050,     10.3,0.350, 90.0,  0.0,  0.0,1143.8, 961.8, 793.6, 667.4,  0.555,  0.703,  1.260,  1.329
HAT-P-17 c                    ,  3.400,       ,   5584.0,0.390,181.5,  0.0,  0.0, 151.8, 127.6, 100.5,  84.5,  0.552,  0.699,  1.250,  1.318
HAT-P-18 b                    ,  0.197,  0.995,      5.5,0.084,120.0,  0.0,  0.0,1054.9, 887.1, 969.7, 815.5,  0.410,  0.520,  0.949,  1.001
HAT-P-19 b                    ,  0.277,  1.008,      4.0,0.000, 90.0,  0.0,  0.0,1168.0, 982.2,1168.0, 982.2,  0.449,  0.568,  1.030,  1.087
HAT-P-1 b                     ,  0.525,  1.319,      4.5,0.000, 90.0,  0.0,  0.0,1575.4,1324.7,1575.4,1324.7,  0.933,  1.181,  2.073,  2.186
HAT-P-20 b                    ,  7.246,  0.867,      2.9,0.015,317.0,  0.0,  0.0,1159.9, 975.3,1142.6, 960.8,  0.347,  0.440,  0.810,  0.855
HAT-P-21 b                    ,  4.870,  1.110,      4.1,0.230, 90.0,  0.0,  0.0,1727.2,1452.4,1366.6,1149.2,  0.859,  1.088,  1.930,  2.035
HAT-P-22 b                    ,  2.470,  1.150,      3.2,0.020, 90.0,  0.0,  0.0,1535.8,1291.5,1505.4,1265.9,  0.721,  0.913,  1.634,  1.724
HAT-P-23 b                    ,  2.090,  1.368,      1.2,0.106,118.0,  0.0,  0.0,2579.1,2168.8,2318.8,1949.9,  0.936,  1.186,  2.085,  2.199
HAT-P-24 b                    ,  0.750,  1.300,      3.4,0.070, 90.0,  0.0,  0.0,2016.7,1695.9,1880.2,1581.0,  1.216,  1.540,  2.681,  2.828
HAT-P-25 b                    ,  0.569,  1.135,      3.7,0.023,287.0,  0.0,  0.0,1422.5,1196.1,1390.1,1168.9,  0.640,  0.810,  1.440,  1.519
HAT-P-26 b                    ,  0.070,  0.630,      4.2,0.120, 90.0,  0.0,  0.0,1255.4,1055.7,1112.8, 935.8,  0.525,  0.665,  1.199,  1.265
HAT-P-27 b                    ,  0.620,  1.020,      3.0,0.000,  0.0,  0.0,  0.0,1418.4,1192.7,1418.4,1192.7,  0.565,  0.716,  1.281,  1.351
HAT-P-28 b                    ,  0.626,  1.212,      3.3,0.051,233.0,  0.0,  0.0,1682.7,1415.0,1598.9,1344.5,  0.802,  1.016,  1.797,  1.895
HAT-P-29 b                    ,  0.880,  1.170,      5.7,0.090, 90.0,  0.0,  0.0,1566.9,1317.6,1431.7,1203.9,  1.063,  1.346,  2.357,  2.486
HAT-P-2 b                     ,  8.620,       ,      5.6,0.517,188.0,  0.0,  0.0,2477.7,2083.5,1397.7,1175.3,  1.332,  1.687,  2.937,  3.098
HAT-P-30 b                    ,  0.830,  1.440,      2.8,0.040, 90.0,  0.0,  0.0,1988.1,1671.7,1910.1,1606.2,  1.134,  1.436,  2.503,  2.640
HAT-P-31 b                    ,  2.270,  1.090,      5.0,0.250, 90.0,  0.0,  0.0,1891.2,1590.3,1465.0,1231.9,  1.130,  1.431,  2.506,  2.644
HAT-P-32 b                    ,  0.680,  1.980,      2.2,0.159, 50.0,  0.0,  0.0,2380.7,2001.9,2027.9,1705.3,  1.093,  1.384,  2.427,  2.560
HAT-P-33 b                    ,  0.920,  1.850,      3.5,0.000, 90.0,  0.0,  0.0,2112.1,1776.0,2112.1,1776.0,  1.606,  2.035,  3.538,  3.732
HAT-P-34 b                    ,  3.330,  1.197,      5.5,0.432, 21.9,  0.0,  0.0,2329.2,1958.6,1466.9,1233.5,  1.372,  1.737,  3.021,  3.187
HAT-P-35 b                    ,  1.056,  1.332,      3.6,0.020, 90.0,  0.0,  0.0,1895.7,1594.0,1858.1,1562.5,  1.176,  1.490,  2.607,  2.750
HAT-P-36 b                    ,  1.848,  1.277,      1.3,0.000, 90.0,  0.0,  0.0,2117.8,1780.8,2117.8,1780.8,  0.746,  0.945,  1.674,  1.766
HAT-P-37 b                    ,  1.169,  1.178,      2.8,0.058,164.0,  0.0,  0.0,1555.2,1307.8,1467.5,1234.0,  0.600,  0.760,  1.352,  1.426
HAT-P-38 b                    ,  0.267,  0.825,      4.6,0.067,240.0,  0.0,  0.0,1330.3,1118.6,1243.9,1046.0,  0.606,  0.768,  1.372,  1.448
HAT-P-39 b                    ,  0.599,  1.571,      3.5,0.000, 90.0,  0.0,  0.0,2082.2,1750.9,2082.2,1750.9,  1.451,  1.838,  3.197,  3.372
HAT-P-3 b                     ,  0.650,  0.940,      2.9,0.000, 90.0,  0.0,  0.0,1376.6,1157.6,1376.6,1157.6,  0.544,  0.689,  1.238,  1.306
HAT-P-40 b                    ,  0.480,  1.520,      4.5,0.000, 90.0,  0.0,  0.0,2098.7,1764.8,2098.7,1764.8,  1.583,  2.005,  3.511,  3.703
HAT-P-41 b                    ,  1.190,  2.050,      2.7,0.000, 90.0,  0.0,  0.0,2304.1,1937.5,2304.1,1937.5,  1.814,  2.297,  3.998,  4.217
HAT-P-42 b                    ,  1.044,  1.280,      4.6,0.000, 90.0,  0.0,  0.0,1695.5,1425.7,1695.5,1425.7,  1.133,  1.435,  2.533,  2.672
HAT-P-43 b                    ,       ,  1.216,      3.3,0.000, 90.0,  0.0,  0.0,1609.9,1353.7,1609.9,1353.7,  0.791,  1.002,  1.771,  1.868
HAT-P-44 b                    ,  0.352,  1.242,      4.3,0.044,113.0,  0.0,  0.0,1345.5,1131.5,1287.6,1082.7,  0.617,  0.782,  1.399,  1.476
HAT-P-44 c                    ,  4.000,       ,    872.2,0.494, 90.0, 22.3, 24.7, 314.6, 264.6, 183.1, 154.0,  0.617,  0.782,  1.399,  1.476
HAT-P-45 b                    ,  0.892,  1.426,      3.1,0.049,146.0,  0.0,  0.0,2011.3,1691.3,1915.0,1610.3,  1.150,  1.457,  2.538,  2.677
HAT-P-46 b                    ,  0.493,  1.284,      4.5,0.123, 70.0,  0.0,  0.0,1844.1,1550.7,1629.7,1370.4,  1.153,  1.460,  2.554,  2.694
HAT-P-49 b                    ,  2.200,  1.590,      2.7,0.000, 90.0,  0.0,  0.0,2525.2,2123.4,2525.2,2123.4,  2.027,  2.567,  4.442,  4.685
HAT-P-4 b                     ,  0.671,  1.274,      3.1,0.000, 90.0,  0.0,  0.0,2015.1,1694.5,2015.1,1694.5,  1.227,  1.554,  2.734,  2.884
HAT-P-50 b                    ,  1.350,  1.288,      3.1,0.115, 90.0,  0.0,  0.0,2341.0,1968.5,2085.6,1753.8,  1.458,  1.846,  3.220,  3.396
HAT-P-51 b                    ,  0.307,  1.205,      4.2,0.000, 90.0,  0.0,  0.0,1390.7,1169.4,1390.7,1169.4,  0.680,  0.861,  1.533,  1.617
HAT-P-52 b                    ,  0.818,  1.009,      2.8,0.047, 90.0,  0.0,  0.0,1481.5,1245.8,1413.4,1188.6,  0.548,  0.694,  1.250,  1.318
HAT-P-53 b                    ,  1.484,  1.318,      2.0,0.134, 90.0,  0.0,  0.0,2269.7,1908.6,1983.4,1667.9,  0.954,  1.208,  2.121,  2.237
HAT-P-54 b                    ,  0.760,  0.944,      3.8,0.074, 90.0,  0.0,  0.0,1009.5, 848.9, 937.4, 788.2,  0.284,  0.360,  0.669,  0.706
HAT-P-55 b                    ,  0.596,  1.324,      3.6,0.000, 90.0,  0.0,  0.0,1627.7,1368.7,1627.7,1368.7,  0.837,  1.061,  1.869,  1.972
HAT-P-56 b                    ,  2.310,  1.510,      2.8,0.000, 90.0,  0.0,  0.0,2185.9,1838.1,2185.9,1838.1,  1.359,  1.722,  2.988,  3.152
HAT-P-57 b                    ,  1.410,  1.740,      2.5,0.000, 90.0,  0.0,  0.0,2204.2,1853.5,2204.2,1853.5,  1.612,  2.042,  3.557,  3.752
HAT-P-58 b                    ,  0.372,  1.332,      4.0,0.073, 90.0,  0.0,  0.0,2002.0,1683.5,1860.8,1564.7,  1.246,  1.578,  2.764,  2.915
HAT-P-59 b                    ,  1.540,  1.123,      4.1,0.030, 90.0,  0.0,  0.0,1541.6,1296.3,1496.0,1258.0,  0.803,  1.017,  1.799,  1.898
HAT-P-5 b                     ,  0.980,  1.210,      2.8,0.000, 90.0,  0.0,  0.0,1824.7,1534.4,1824.7,1534.4,  0.885,  1.121,  1.967,  2.075
HAT-P-60 b                    ,  0.574,  1.631,      4.8,0.250, 90.0,  0.0,  0.0,2431.9,2045.0,1883.7,1584.0,  1.855,  2.349,  4.102,  4.327
HAT-P-61 b                    ,  1.057,  0.899,      1.9,0.113, 90.0,  0.0,  0.0,1897.1,1595.2,1693.6,1424.1,  0.665,  0.842,  1.493,  1.575
HAT-P-62 b                    ,  0.761,  1.073,      2.6,0.101, 90.0,  0.0,  0.0,1895.0,1593.5,1712.4,1439.9,  0.840,  1.064,  1.885,  1.988
HAT-P-63 b                    ,  0.614,  1.119,      3.4,0.069, 90.0,  0.0,  0.0,1522.8,1280.5,1421.1,1195.0,  0.648,  0.821,  1.464,  1.545
HAT-P-64 b                    ,  0.580,  1.703,      4.0,0.101, 90.0,  0.0,  0.0,2211.4,1859.6,1998.3,1680.4,  1.555,  1.969,  3.424,  3.612
HAT-P-65 b                    ,  0.554,  1.611,      2.6,0.000, 90.0,  0.0,  0.0,2162.8,1818.7,2162.8,1818.7,  1.286,  1.629,  2.866,  3.022
HAT-P-66 b                    ,  0.783,  1.590,      3.0,0.090, 90.0,  0.0,  0.0,2368.3,1991.5,2164.0,1819.7,  1.503,  1.903,  3.338,  3.521
HAT-P-67 b                    ,  0.340,  2.085,      4.8,0.000, 90.0,  0.0,  0.0,2229.1,1874.5,2229.1,1874.5,  2.129,  2.696,  4.691,  4.948
HAT-P-68 b                    ,  0.724,  1.072,      2.3,0.041, 90.0,  0.0,  0.0,1247.9,1049.3,1197.7,1007.2,  0.326,  0.413,  0.763,  0.805
HAT-P-69 b                    ,  3.580,  1.676,      4.8,0.000, 90.0,  0.0,  0.0,2300.6,1934.6,2300.6,1934.6,  2.177,  2.758,  4.752,  5.012
HAT-P-6 b                     ,  1.320,  1.480,      3.9,0.000, 90.0,  0.0,  0.0,1984.0,1668.4,1984.0,1668.4,  1.499,  1.899,  3.296,  3.477
